assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,total_obligated_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_funded_by_COVID-19_supplementals_for_overall_aw,obligated_amount_funded_by_COVID-19_supplementals_for_overall_a,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_duns,recipient_name,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date
8900_DEEE0007380_-NONE-_81.086_0004,ASST_NON_DEEE0007380_8900,DEEE0007380,0004,,SAI EXEMPT,95000.00,302500.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-14,2020,2016-02-01,2021-01-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LAB,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0001: VEHICLE TECHNOLOGIES,070384255,"SAN FRANCISCO, CITY & COUNTY OF",046004081,"SAN FRANCISCO, CITY & COUNTY OF",USA,UNITED STATES,1455 MARKET STREET,SUITE 1200,67000,SAN FRANCISCO,075,SAN FRANCISCO,CA,CALIFORNIA,94103,1332,12,,,,Single ZIP Code,USA,UNITED STATES,CA67000,SAN FRANCISCO,075,SAN FRANCISCO,CALIFORNIA,94103-1332,12,,81.086,CONSERVATION RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"DE-EE0007380, NEW AWARD FOR CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING.  THE PURPOSE OF AMENDMENT 4 IS TO AUTHORIZE YEAR 5 OF CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING PROGRAM.",NON,NOT RECOVERY ACT,C,CITY OR TOWNSHIP GOVERNMENT,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0007380_8900/,2020-02-18 18:29:43.15906+00
8900_DEEE0007379_-NONE-_81.086_0004,ASST_NON_DEEE0007379_8900,DEEE0007379,0004,,SAI EXEMPT,90000.00,305000.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-14,2020,2016-02-01,2021-01-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LAB,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0001: VEHICLE TECHNOLOGIES,800308707,CENTER FOR SUSTAINABLE ENERGY,,,USA,UNITED STATES,9325 SKY PARK CT.,SUITE 100,66000,SAN DIEGO,073,SAN DIEGO,CA,CALIFORNIA,92123,4380,52,,,,Single ZIP Code,USA,UNITED STATES,CA66000,SAN DIEGO,073,SAN DIEGO,CALIFORNIA,92123-4380,52,,81.086,CONSERVATION RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"DE-EE0007379, NEW AWARD FOR CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING.  THE PURPOSE OF AMENDMENT 4 IS TO AUTHORIZE YEAR 5 OF CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING PROGRAM.",NON,NOT RECOVERY ACT,N,NONPROFIT WITHOUT 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0007379_8900/,2020-02-18 18:29:43.086564+00
8900_DESC0019638_-NONE-_81.049_0002,ASST_NON_DESC0019638_8900,DESC0019638,0002,,SAI EXEMPT,0.00,224604.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-18,2020,2019-02-19,2020-08-21,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,187976709,"BRECHTEL MANUFACTURING, INC.",,,USA,UNITED STATES,1789 ADDISON WAY,,33007,HAYWARD,001,ALAMEDA,CA,CALIFORNIA,94544,6900,15,,,,Single ZIP Code,USA,UNITED STATES,CA33000,HAYWARD,001,ALAMEDA,CALIFORNIA,94544-6900,15,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),COMPACT AEROSOL LIGHT ABSORPTION DEVICE FOR UNMANNED AERIAL SYSTEMS (UAS) AND LONG-TERM MONITORING APPLICATIONS,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0019638_8900/,2020-03-03 13:33:55.073251+00
8900_DEAR0000813_-NONE-_81.135_0002,ASST_NON_DEAR0000813_8900,DEAR0000813,0002,,SAI EXEMPT,60000.00,3060000.00,61436.01,414695.24,0.00,0.00,0.00,0.00,,,,2020-02-13,2020,2017-05-22,2020-05-21,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,089-X-0337-000,089-0337,25.5: Research and development contracts,0001: ARPA-E PROJECTS,832990233,"SAFCELL, INC.",,,USA,UNITED STATES,36 S CHESTER AVE,,56000,PASADENA,037,LOS ANGELES,CA,CALIFORNIA,91106,3105,27,,,,Single ZIP Code,USA,UNITED STATES,CA56000,PASADENA,037,LOS ANGELES,CALIFORNIA,91106-3105,27,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,05,COOPERATIVE AGREEMENT (B),"SAFCELL, INC.:  SUPPLEMENTAL FUNDING INCREASE.

CONTROL NUMBER 1562-1530
TITLE:  ''DISTRIBUTED ELECTROCHEMICAL PRODUCTION AND CONVERSION OF CARBON-NEUTRAL AMMONIA''



----------",NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0000813_8900/,2020-02-18 18:29:41.35572+00
8900_DEFG0208ER46496_-NONE-_81.049_0014,ASST_NON_DEFG0208ER46496_8900,DEFG0208ER46496,0014,,SAI EXEMPT,0.00,1424190.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-13,2020,2008-05-01,2020-12-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,046705849,"UNIVERSITY OF CALIFORNIA, IRVINE",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,141 INNOVATION STE 250,,36770,IRVINE,059,ORANGE,CA,CALIFORNIA,92617,3213,45,,,,County-wide,USA,UNITED STATES,CA**059,,059,ORANGE,CALIFORNIA,,45,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),DEVELOPMENT OF FINITE TEMPERATURE DENSITY FUNCTIONAL THEORY,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFG0208ER46496_8900/,2020-02-18 18:29:51.174084+00
8900_DEAR0000791_-NONE-_81.135_0002,ASST_NON_DEAR0000791_8900,DEAR0000791,0002,,SAI EXEMPT,0.00,6804580.43,0.00,2573095.89,0.00,0.00,0.00,0.00,,,,2020-02-13,2020,2017-03-03,2020-09-02,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,089-X-0337-000,089-0337,25.5: Research and development contracts,0001: ARPA-E PROJECTS,124726725,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,SPONSORED PROJECTS OFFICE,2150 SHATTUCK AVENUE ROOM 313,06000,BERKELEY,001,ALAMEDA,CA,CALIFORNIA,94704,5940,13,,,,Single ZIP Code,USA,UNITED STATES,CA06000,BERKELEY,001,ALAMEDA,CALIFORNIA,94704-5940,13,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,05,COOPERATIVE AGREEMENT (B),"UNIVERSITY OF CALIFORNIA-BERKLEY: NO COST EXTENSION  

CONTROL NUMBER: 1564-1543
TITLE:PREDICTIVE DATA-DRIVEN VEHICLE DYNAMICS AND POWERTRAIN CONTROL",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0000791_8900/,2020-02-18 18:29:41.28481+00
8900_DEEE0007432_-NONE-_81.086_0004,ASST_NON_DEEE0007432_8900,DEEE0007432,0004,,SAI EXEMPT,90000.00,308000.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-13,2020,2016-02-01,2021-01-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LAB,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0001: VEHICLE TECHNOLOGIES,830788662,"CERRITOS COLLEGE FOUNDATION, THE",,,USA,UNITED STATES,11110 ALONDRA BLVD.,,52526,NORWALK,037,LOS ANGELES,CA,CALIFORNIA,90650,6203,38,,,,Single ZIP Code,USA,UNITED STATES,CA52526,NORWALK,037,LOS ANGELES,CALIFORNIA,90650-6203,38,,81.086,CONSERVATION RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"AMENDMENT 0004 TO CERRITOS COLLEGE FOUNDATION  AWARD NUMBER: DE-EE0007432, PROJECT ENTITLED:  ''CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING GRANT PROGRAM'' TO AUTHORIZE CONTINUATION INTO BUDGET PERIOD 5 (YEAR 5) OF THE US DEPARTMENT OF ENERGY’S CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING PROGRAM.",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0007432_8900/,2020-02-18 18:29:43.487076+00
8900_DEFG0205ER15629_-NONE-_81.049_0018,ASST_NON_DEFG0205ER15629_8900,DEFG0205ER15629,0018,,SAI EXEMPT,495003.00,1803003.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-19,2020,2004-12-01,2021-11-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,072933393,UNIVERSITY OF SOUTHERN CALIFORNIA,072933393,UNIVERSITY OF SOUTHERN CALIFORNIA,USA,UNITED STATES,"837 WEST DOWNEY WAY, STO 330",,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90089,0176,37,,,,Single ZIP Code,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,90089-0176,37,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),PHOTODISSOCIATION DYNAMICS OF MOLECULES AND RADICALS IN MOLECULAR BEAMS,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFG0205ER15629_8900/,2020-03-03 13:33:51.683024+00
8900_DEEE0007685_-NONE-_81.086_0009,ASST_NON_DEEE0007685_8900,DEEE0007685,0009,,SAI NOT AVAILABLE,0.00,1586856.00,0.00,176372.00,0.00,0.00,0.00,0.00,,,,2020-02-19,2020,2016-10-01,2020-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892434,GOLDEN FIELD OFFICE,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0202: BUILDING TECHNOLOGIES,124726725,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,SPONSORED PROJECTS OFFICE,2150 SHATTUCK AVE RM 313,06000,BERKELEY,001,ALAMEDA,CA,CALIFORNIA,94704,5940,13,,,,Single ZIP Code,USA,UNITED STATES,CA06000,BERKELEY,001,ALAMEDA,CALIFORNIA,94704-5940,13,,81.086,CONSERVATION RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"HAMILTON: FLEXIBLE, OPEN SOURCE $10 WIRELESS SENSOR SYSTEM FOR 
ENERGY EFFICIENT BUILDING OPERATION",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0007685_8900/,2020-03-03 13:33:45.34916+00
8900_DESC0020559_-NONE-_81.049_-NONE-,ASST_NON_DESC0020559_8900,DESC0020559,,,SAI EXEMPT,199626.00,199626.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-18,2020,2020-02-18,2020-11-17,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,078618369,"RADIABEAM SYSTEMS, LLC",,,USA,UNITED STATES,1713 STEWART ST,,70000,SANTA MONICA,037,LOS ANGELES,CA,CALIFORNIA,90404,4021,33,,,,Single ZIP Code,USA,UNITED STATES,CA70000,SANTA MONICA,037,LOS ANGELES,CALIFORNIA,90404-4021,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),HIGH EFFICIENCY LOW-BETA ACCELERATING SECTION,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0020559_8900/,2020-03-03 13:33:55.999339+00
8900_DEFG0289ER14048_-NONE-_81.049_0032,ASST_NON_DEFG0289ER14048_8900,DEFG0289ER14048,0032,,SAI EXEMPT,-1014.25,1803985.75,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-14,2020,,,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,094878394,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,OFFICE OF RESEARCH,3227 CHEADLE HALL,69070,SANTA BARBARA,083,SANTA BARBARA,CA,CALIFORNIA,93106,2050,24,,,,City-wide,USA,UNITED STATES,CA69070,SANTA BARBARA,083,SANTA BARBARA,CALIFORNIA,CITY-WIDE,24,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),CLOSEOUT MODIFICATION,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,D,ADJUSTMENT TO COMPLETED PROJECT,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFG0289ER14048_8900/,2020-02-18 18:29:51.275537+00
8900_DESC0019156_-NONE-_81.049_0002,ASST_NON_DESC0019156_8900,DESC0019156,0002,,SAI EXEMPT,20000.00,45000.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-13,2020,2018-08-15,2020-08-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0005: NUCLEAR PHYSICS,092530369,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,"10889 WILSHIRE BOULEVARD, SUITE 700",BOX 951406,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90095,1406,33,,,,Single ZIP Code,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,90095-1406,33,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),"COLLABORATIVE PROPOSAL: R&D TOWARDS CUPID, A TONNE-SCALE BOLOMETRIC 0VBB EXPERIMENT",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0019156_8900/,2020-02-18 18:29:54.748988+00
8900_DEEE0008510_-NONE-_81.087_0002,ASST_NON_DEEE0008510_8900,DEEE0008510,0002,,SAI NOT AVAILABLE,0.00,1200001.00,-1450000.00,550000.00,0.00,0.00,0.00,0.00,,,,2020-02-13,2020,2018-10-01,2020-10-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892434,GOLDEN FIELD OFFICE,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0002: BIOENERGY TECHNOLOGIES,831878389,"WEST BIOFUELS, LLC",,,USA,UNITED STATES,765 BAYWOOD DR STE 340,,56784,PETALUMA,097,SONOMA,CA,CALIFORNIA,94954,5507,05,,,,Single ZIP Code,USA,UNITED STATES,CA86328,WOODLAND,113,YOLO,CALIFORNIA,95776-9104,03,,81.087,RENEWABLE ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),AGRICULTURAL AND WOODY BIOMASS TO DIESEL WITH BIO-OIL INTERMEDIATE,NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0008510_8900/,2020-02-18 18:29:46.150578+00
8900_DEFE0031762_-NONE-_81.089_0001,ASST_NON_DEFE0031762_8900,DEFE0031762,0001,,SAI EXEMPT,0.00,2000000.00,0.00,500000.00,0.00,0.00,0.00,0.00,,,,2020-02-13,2020,2019-10-01,2022-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LAB,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892404,FOSSIL ENERGY,089-X-0213-000,089-0213,25.5: Research and development contracts,0004: ADVANCED ENERGY SYSTEMS,062511126,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",062511126,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",USA,UNITED STATES,3420 HILLVIEW AVENUE,,55282,PALO ALTO,085,SANTA CLARA,CA,CALIFORNIA,94304,1338,18,,,,Single ZIP Code,USA,UNITED STATES,CA55282,PALO ALTO,085,SANTA CLARA,CALIFORNIA,94304-1338,18,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"DE-FE0031762 - ELECTRIC POWER RESEARCH INSTITUTE, INCORPORATED - PROJECT TITLED, ''INVESTIGATION OF TECHNOLOGIES TO IMPROVE CONDENSER HEAT TRANSFER AND PERFORMANCE IN A RELEVANT COAL-FIRED POWER PLANT'' - AMENDMENT 0001: UPDATE THE STRIPES SYSTEM DUE TO AN ADMINISTRATIVE ERROR UNDER THE BASE AGREEMENT",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFE0031762_8900/,2020-02-18 18:29:50.06838+00
8900_DEAR0001006_-NONE-_81.135_0002,ASST_NON_DEAR0001006_8900,DEAR0001006,0002,,SAI EXEMPT,0.00,900000.00,0.00,313500.00,0.00,0.00,0.00,0.00,,,,2020-01-31,2020,2019-07-11,2022-07-10,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,089-X-0337-000,089-0337,25.5: Research and development contracts,0001: ARPA-E PROJECTS,009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE",USA,UNITED STATES,3160 PORTER DRIVE,SUITE 100,55282,PALO ALTO,085,SANTA CLARA,CA,CALIFORNIA,94304,1222,18,,,,Single ZIP Code,USA,UNITED STATES,CA55282,PALO ALTO,085,SANTA CLARA,CALIFORNIA,94304-1222,18,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,05,COOPERATIVE AGREEMENT (B),"LELAND STANFORD JUNIOR UNIVERSITY WITH SANDIA NATIONAL LABORATORY AND NAVAL RESEARCH - BP 2 AUTHORIZATION.

CONTROL NUMBER: 1858-1794

TITLE: ''20 KV GALLIUM NITRIDE PN DIODE ELECTRO-MAGNETIC PULSE ARRESTOR FOR GRID RELIABILITY''

THE LELAND STANFORD JUNIOR UNIVERSITY, ALONG WITH SANDIA NATIONAL LABORATORIES AND NAVAL RESEARCH LABORATORY, WILL DESIGN A NEW TYPE OF EMP ARRESTOR BASED ON THE WIDE-BANDGAP SEMICONDUCTOR GALLIUM NITRIDE. THIS MATERIAL, WHICH IS ALREADY WIDELY DEPLOYED COMMERCIALLY IN AREAS SUCH AS LED-BASED SOLID-STATE LIGHTING, WILL BE USED TO FABRICATE AN EMP ARRESTOR THAT CAN RESPOND ON THE NANOSECOND TIMESCALE REQUIRED TO PROTECT AGAINST ALL EMP EVENTS.

----------",NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0001006_8900/,2020-02-03 18:35:45.004367+00
8900_DEEE0007430_-NONE-_81.086_0005,ASST_NON_DEEE0007430_8900,DEEE0007430,0005,,SAI EXEMPT,72500.00,236500.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2020-02-12,2020,2016-02-01,2021-01-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LAB,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0001: VEHICLE TECHNOLOGIES,101054885,"LOS ANGELES, CITY OF",069928349,"LOS ANGELES, CITY OF",USA,UNITED STATES,1149 S BROADWAY STE 9,,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90015,2236,34,,,,Single ZIP Code,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,90015-2236,34,,81.086,CONSERVATION RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"AMENDMENT 0005 TO THE CITY OF LOS ANGELES AWARD NUMBER: DE-EE0007430, PROJECT ENTITLED:  ''CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING GRANT PROGRAM'' TO AUTHORIZE CONTINUATION INTO BUDGET PERIOD 5 (YEAR 5) OF THE US DEPARTMENT OF ENERGY’S CLEAN CITIES OUTREACH, EDUCATION, AND PERFORMANCE TRACKING PROGRAM",NON,NOT RECOVERY ACT,C,CITY OR TOWNSHIP GOVERNMENT,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0007430_8900/,2020-02-18 18:29:43.381904+00
